sample_id,umap1,umap2,label,split
69,-0.070394,-6.848761,-1,train
70,7.804178,15.162095,-1,train
71,16.064114,-5.498801,1,train
72,6.942734,16.134958,-1,train
73,5.879757,18.511013,-1,train
74,11.990970,-9.362438,-1,train
75,14.270832,-5.019929,-1,train
76,-4.779952,15.835493,-1,train
77,9.619651,-7.008743,1,train
78,3.068018,15.022976,-1,train
79,17.033346,4.889031,-1,train
80,-2.152249,13.125052,-1,train
81,-0.628332,-6.393728,-1,train
82,-0.572387,-6.478918,-1,train
83,6.477364,19.914537,-1,train
84,-0.556248,-6.409034,-1,train
85,-6.754158,-0.113100,-1,train
86,7.881329,15.604054,-1,train
87,7.463715,15.515568,-1,train
88,17.099518,5.095692,-1,train
89,7.511894,15.453350,-1,train
90,-2.066087,14.431260,-1,train
91,-1.416325,17.752094,-1,train
92,-0.503584,-6.492587,-1,train
93,-0.443807,-6.563947,-1,train
94,17.412884,4.972965,-1,train
95,-5.029875,-0.918772,-1,train
96,-0.361338,-6.741962,-1,train
97,-7.083766,8.360890,-1,train
98,7.542572,15.551653,-1,train
99,-0.531565,-6.435479,-1,train
100,15.166457,-4.808029,1,train
101,-0.039449,-6.904266,-1,train
102,17.452579,4.985778,-1,train
103,17.467669,4.944209,-1,train
104,-0.578125,-6.484010,-1,train
105,-0.598182,-6.371015,-1,train
106,-0.315259,-6.682641,-1,train
107,-0.058285,-6.985166,1,train
108,-0.453245,-6.805517,-1,train
109,12.903308,15.652085,-1,train
110,-0.299853,-6.535703,-1,train
111,-2.251907,12.449985,-1,train
112,-6.848630,0.700246,-1,train
113,-0.561096,-6.847532,-1,train
114,-0.122105,-6.847810,-1,train
115,7.687014,15.299005,-1,train
116,-3.584907,11.534237,-1,train
117,7.593943,15.916619,-1,train
118,-4.540369,1.425624,-1,train
119,7.794747,15.853427,-1,train
120,-2.438546,15.711899,-1,train
121,1.088352,12.880946,-1,train
122,7.743939,15.916065,-1,train
123,9.400569,-7.170970,-1,train
124,16.193974,14.035541,-1,train
125,-7.926134,0.363753,-1,train
126,-7.284480,4.439876,-1,train
127,-4.623378,5.704869,-1,train
128,13.263475,-3.946640,-1,train
129,17.088680,2.718889,-1,train
130,-0.419964,-6.744340,-1,train
131,12.329422,-7.065924,-1,train
132,-0.698829,-6.726314,-1,train
133,-0.581286,-6.831850,1,train
134,7.515313,15.595964,-1,train
135,-0.464537,-6.465727,-1,train
136,-0.436294,-6.766561,-1,train
137,-6.865242,-1.611026,-1,train
138,17.648964,5.014763,-1,train
139,-0.658577,-6.442181,-1,train
140,12.465567,13.315256,-1,train
141,-0.390311,-6.703623,-1,train
142,-4.992365,-1.717293,-1,train
143,-0.561056,-6.426311,-1,train
144,-0.243264,-6.741877,-1,train
145,6.805268,-4.574270,-1,train
146,17.412981,4.829721,-1,train
147,-1.496542,11.360256,-1,train
148,-3.706644,9.101052,-1,train
149,19.783094,3.793988,-1,train
150,-0.385504,-6.860692,-1,train
151,13.919562,13.173005,-1,train
152,-7.321090,2.188606,-1,train
153,-0.258326,-6.817151,-1,train
154,-5.557885,-2.442445,-1,train
155,-0.431729,-6.867707,-1,train
156,0.629923,14.709813,-1,train
157,-6.564366,0.309557,-1,train
158,-4.297693,15.577788,-1,train
159,-0.460058,-6.923439,-1,train
160,-0.082657,-6.964724,-1,train
161,-3.383492,12.001505,-1,train
162,12.984656,15.331761,-1,train
163,-2.861620,-1.996729,1,train
164,8.033492,20.121845,-1,train
165,-0.413887,-6.845640,1,train
166,-0.430599,-6.663336,-1,train
167,17.163895,4.883884,-1,train
168,-4.925351,0.213078,-1,train
169,1.669952,16.496866,-1,train
170,12.022781,-1.234130,-1,train
171,5.663482,16.569595,-1,train
172,-0.484439,-6.882463,-1,train
173,-0.463114,-6.554105,-1,train
174,7.248981,15.281616,-1,train
175,7.857257,17.779709,-1,train
176,7.630536,15.686084,-1,train
177,-0.499344,-6.823237,-1,train
178,14.019863,-3.271981,1,train
179,-0.373749,-6.745785,-1,train
180,-0.539505,-6.481793,-1,train
181,-4.634534,12.816224,-1,train
182,17.264044,4.895440,-1,train
183,-0.583733,-6.654725,-1,train
184,-5.077374,1.925891,-1,train
185,0.950843,-7.301248,-1,train
186,13.100150,15.603897,-1,train
187,3.607708,17.278738,-1,train
188,7.728861,15.338117,-1,train
189,15.669253,13.288653,-1,train
190,-0.577034,-6.535440,-1,train
191,7.271406,15.193805,-1,train
192,7.371634,15.436939,-1,train
193,-0.551014,-6.610277,-1,train
194,-5.932751,13.609971,-1,train
195,-0.358254,-6.685686,-1,train
196,-5.882334,-0.239831,-1,train
197,7.808493,15.967271,-1,train
198,7.288623,16.037113,-1,train
199,-2.001716,17.073528,-1,train
200,14.253531,12.975322,-1,train
201,13.171763,14.955750,-1,train
202,-6.256508,1.775766,-1,train
203,-3.237261,-1.932130,1,train
204,-6.514269,-2.206859,-1,train
205,-2.589345,13.585008,-1,train
206,17.425484,4.986099,-1,train
207,-0.421938,10.404853,-1,train
208,-0.180154,-6.456876,-1,train
209,17.509354,4.916424,-1,train
210,6.937642,15.174371,-1,train
211,19.601088,10.183486,1,train
212,9.920761,14.219626,-1,train
213,-0.436871,-6.545393,-1,train
214,-0.155732,-6.404665,-1,train
215,-0.628183,-6.385296,-1,train
216,17.533762,4.851022,-1,train
217,7.273443,15.383198,-1,train
218,6.897481,15.494015,-1,train
219,0.644946,18.149595,-1,train
220,-6.998354,0.666044,-1,train
221,-2.548473,13.622917,-1,train
222,-0.012857,-6.947633,-1,train
223,-5.084432,2.346045,-1,train
224,10.434672,17.713442,-1,train
225,6.841205,15.294843,-1,train
226,-0.562866,-6.840555,-1,train
227,2.823584,17.567209,-1,train
228,7.000667,16.226871,-1,train
229,-0.491590,-6.839581,-1,train
230,-0.552909,-6.402826,1,train
231,17.716141,4.887832,-1,train
232,-0.171759,-6.340344,-1,train
233,-2.691354,13.734960,1,train
234,-3.430873,6.344555,-1,train
235,-6.113955,5.702688,-1,train
236,22.231157,6.145374,-1,train
237,-9.012798,5.539817,-1,train
238,-0.448894,-6.501438,-1,train
239,-0.574124,-6.875620,1,train
240,4.419262,14.858623,-1,train
241,5.608125,16.676706,1,train
242,-6.208004,5.157406,-1,train
243,-6.858641,0.607441,-1,train
244,-0.548592,-6.407311,-1,train
245,-2.275676,15.621441,-1,train
246,15.933445,14.370852,-1,train
247,-7.683559,8.937357,-1,train
248,15.862648,10.542626,-1,train
249,17.378307,4.774676,-1,train
250,-7.359007,0.004970,-1,train
251,17.475727,4.879058,-1,train
252,-0.501654,-6.406255,-1,train
253,1.364035,15.483733,1,train
254,7.800621,15.396939,-1,train
255,-0.107416,-6.392230,-1,train
256,-0.307363,-6.626300,-1,train
257,-0.477433,-6.466706,-1,train
258,-0.491372,-6.421745,-1,train
259,-0.241882,-6.706234,-1,train
260,7.282339,15.626957,-1,train
261,3.218794,17.295435,-1,train
262,1.781747,17.057550,-1,train
263,14.126762,-3.393035,1,train
264,-4.657888,2.522650,-1,train
265,-8.723447,10.301808,-1,train
266,-7.139718,-0.060523,1,train
267,-1.622285,19.243576,-1,train
268,17.061138,5.125656,-1,train
269,17.542141,4.807784,1,train
270,-4.830102,-0.602020,-1,train
271,-4.672071,-1.803496,1,train
272,-2.543120,9.066484,-1,train
273,-1.373618,17.717377,-1,train
274,-2.012078,13.533034,-1,train
275,7.534907,15.522897,-1,train
276,16.848351,-5.592254,-1,train
277,-0.513574,-6.801724,-1,train
278,12.046073,-2.001778,-1,train
279,-0.297492,10.235586,-1,train
280,-0.499640,-6.500244,-1,train
281,0.967175,12.785825,1,train
282,17.445995,4.842370,-1,train
283,-7.714043,0.082241,-1,train
284,14.205221,14.962249,1,train
285,-0.170084,-6.971448,1,train
286,18.083408,5.816924,-1,train
287,7.092576,15.359233,-1,train
288,7.959584,15.952407,-1,train
289,17.877857,9.467416,-1,train
290,-0.609396,-6.834099,-1,train
291,-0.451538,-6.613382,-1,train
292,-0.354365,-6.535770,-1,train
293,17.715464,5.054862,1,train
294,17.544060,4.915105,-1,train
295,17.570396,4.622511,-1,train
296,-0.303247,-6.639846,1,train
297,6.225528,17.337212,1,train
298,16.682156,4.529501,-1,train
299,-0.193964,-6.777011,1,train
300,-0.126823,-6.862174,-1,train
301,17.385330,4.925017,-1,train
302,-0.228347,-6.549165,-1,train
303,-0.187056,-6.797484,-1,train
304,13.697338,13.469736,-1,train
305,16.011862,14.107808,-1,train
306,18.068336,10.595092,-1,train
307,-0.095355,-6.857811,-1,train
308,-1.054777,15.670498,-1,train
309,-0.241965,-6.644586,-1,train
310,7.728359,15.673747,-1,train
311,-2.280755,14.010252,-1,train
312,-0.521585,-6.873881,-1,train
313,15.341351,14.693915,-1,train
314,17.529345,4.904027,1,train
315,0.007466,-6.758208,-1,train
316,17.711304,5.154185,-1,train
317,11.013151,-4.085948,-1,train
318,-9.124844,6.934420,-1,train
319,-5.525557,5.766568,-1,train
320,14.527485,13.907684,-1,train
321,15.143847,9.390661,-1,train
322,17.569904,4.755553,-1,train
323,7.364917,15.368655,-1,train
324,-5.735648,0.704682,-1,train
325,-4.468633,5.886262,-1,train
326,10.378124,-0.759706,-1,train
327,17.596268,1.050026,-1,train
328,-0.084783,-6.803187,-1,train
329,-7.016067,0.759594,1,train
330,-0.544011,-6.230168,-1,train
331,-5.332672,-1.989792,1,train
332,-3.517694,6.624866,-1,train
333,-0.069220,-6.925244,-1,train
334,10.920036,17.539194,-1,train
335,-4.216329,15.496125,-1,train
336,10.678771,-4.166471,1,train
337,8.206056,16.891855,-1,train
338,-5.866014,14.024204,1,train
339,7.403331,15.436907,-1,train
340,-9.486784,9.473743,-1,train
341,1.082223,12.958471,-1,train
342,-4.092933,6.202631,-1,train
343,14.949598,16.191166,-1,train
344,9.723848,17.591413,-1,train
345,7.322999,-4.835709,-1,train
346,17.199110,4.604779,-1,train
347,17.543581,4.816674,-1,train
348,-0.384671,-6.510267,-1,train
349,-0.403508,-6.793509,1,train
350,-0.231222,-6.865114,-1,train
351,-4.750894,-1.780270,-1,train
352,17.584072,4.960505,-1,train
353,-6.435350,0.104467,-1,train
354,-0.098007,-6.759376,-1,train
355,17.561333,4.954778,-1,train
356,15.151162,9.310528,-1,train
357,-0.140364,-6.752417,-1,train
358,13.040625,0.951175,-1,train
359,-0.138137,-6.740948,-1,train
360,-0.381553,-6.789293,-1,train
361,9.936894,13.877354,1,train
362,-0.067423,-6.860918,-1,train
363,0.750997,14.883454,-1,train
364,-7.246728,2.449470,-1,train
365,-0.114776,-6.532077,-1,train
366,17.590876,4.954099,-1,train
367,-0.082032,-6.819517,-1,train
368,-4.578979,12.829819,-1,train
369,-0.084149,-6.587005,-1,train
370,-7.240152,0.676762,-1,train
371,-0.116214,-6.820632,-1,train
372,0.018109,-6.894385,-1,train
373,7.607345,15.315227,-1,train
374,-0.405666,-6.486441,1,train
375,17.199642,6.199892,-1,train
376,7.334081,15.658129,-1,train
377,17.617172,5.026093,-1,train
378,16.707502,3.775081,1,train
379,-1.075596,12.912052,1,train
380,0.099766,-6.153471,1,train
381,12.839894,13.156431,-1,train
382,7.448569,-3.960963,-1,train
383,17.365517,4.999374,-1,train
384,7.528209,15.089710,-1,train
385,-6.617073,4.007371,-1,train
386,13.489923,13.957965,-1,train
387,-2.300887,13.222510,-1,train
388,0.021272,-6.582407,-1,train
389,12.700202,1.152684,-1,train
390,-3.579307,6.447244,-1,train
391,7.319879,15.530028,-1,train
392,7.343214,15.035770,-1,train
393,16.152716,8.678550,-1,train
394,16.952324,5.137862,-1,train
395,13.035002,13.112341,-1,train
396,1.461281,17.041683,-1,train
397,-0.235764,-6.665371,-1,train
398,-0.945172,11.943126,-1,train
399,-0.099102,-6.838025,-1,train
400,13.261819,15.058798,-1,train
401,16.731176,2.616097,-1,train
402,16.845760,8.619920,-1,train
403,-0.372121,-6.866231,-1,train
404,-0.440756,-6.848840,1,train
405,7.470500,15.770817,-1,train
406,-0.062950,-6.478134,-1,train
407,-7.912815,10.453461,-1,train
408,17.240805,4.958633,-1,train
409,7.804094,15.248981,-1,train
410,14.207398,14.534368,-1,train
411,17.196112,4.925807,-1,train
412,7.560486,15.587780,-1,train
413,-0.089476,-6.895551,-1,train
414,-0.252176,-6.766360,-1,train
415,-5.803743,14.212119,-1,train
416,-6.879566,0.607888,-1,train
417,0.925799,20.491558,-1,train
418,-0.423497,-6.957141,-1,train
419,-2.703914,2.557905,-1,train
420,13.112352,-4.034161,-1,train
421,16.886616,4.472496,-1,train
422,11.847576,4.215703,-1,train
423,-6.763546,0.524547,-1,train
424,12.136844,18.801418,1,train
425,7.346323,15.484014,-1,train
426,-0.341894,-6.760227,-1,train
427,-0.375207,-6.756898,-1,train
428,-0.361490,-6.763868,-1,train
429,-6.123461,14.356634,-1,train
430,17.379290,4.940474,1,train
431,-0.525124,-6.490624,-1,train
432,-0.198018,-6.793512,-1,train
433,-0.492003,-6.568737,-1,train
434,17.143888,4.866949,1,train
435,-0.449961,-6.608949,-1,train
436,-7.146080,3.251815,-1,train
437,-0.515146,-6.769850,-1,train
438,17.601936,5.053762,-1,train
439,-7.334195,5.957012,-1,train
440,17.261898,5.128687,-1,train
441,17.264666,4.799224,-1,train
442,2.013897,16.750610,-1,train
443,-0.398679,-6.605882,1,train
444,17.505514,4.798367,-1,train
445,8.337606,-4.327532,-1,train
446,7.672091,-4.370093,-1,train
447,6.797025,15.670753,-1,train
448,-0.553252,-6.464484,-1,train
449,-0.439514,-6.596646,-1,train
450,-0.576066,-6.551762,-1,train
451,12.181280,9.788515,-1,train
452,12.252206,-1.647006,1,train
453,17.093552,4.752346,-1,train
454,7.750472,15.945767,-1,train
455,-4.607698,-0.206723,-1,train
456,7.376685,15.552426,-1,train
457,0.238240,-7.062348,-1,train
458,17.347227,4.929916,1,train
459,12.731215,-6.948889,-1,train
460,-0.444544,-6.532687,-1,train
461,17.525515,5.045232,-1,train
462,-0.169363,-6.344432,-1,train
463,-0.133161,-6.299952,1,train
464,-5.228837,0.006501,-1,train
465,13.722787,-3.412886,-1,train
466,-6.268978,0.635738,-1,train
467,17.354847,6.291539,-1,train
468,-2.109296,1.153476,-1,train
469,17.505632,4.770883,-1,train
470,-4.704145,0.073604,-1,train
471,7.102949,15.230413,1,train
472,-0.264374,-6.455729,-1,train
473,-0.178073,-6.780374,-1,train
474,-3.896693,11.368308,-1,train
475,7.865315,17.226370,-1,train
476,8.062273,15.967131,-1,train
477,17.464661,4.921263,-1,train
478,-0.556251,-6.790324,-1,train
479,17.579258,4.852103,-1,train
480,-0.239326,-6.806854,-1,train
481,7.798893,15.399633,-1,train
482,-0.416633,-6.678956,-1,train
483,-7.569322,9.327847,1,train
484,4.279118,15.440927,-1,train
485,7.664544,15.318629,-1,train
486,-0.556877,-6.543096,-1,train
487,-8.659951,4.799376,-1,train
488,18.335306,9.509791,-1,train
489,17.457619,4.847569,-1,train
490,17.679958,4.847484,-1,train
491,1.421816,16.817419,-1,train
492,-2.052824,14.486752,-1,train
493,-0.575711,-6.444736,-1,train
494,-9.359712,9.145956,-1,train
495,-6.236578,6.883200,-1,train
496,17.457029,2.659602,-1,train
497,-0.496285,-6.565979,-1,train
498,-0.571676,-6.448693,-1,train
499,11.779358,15.587332,-1,train
500,13.625752,14.479222,-1,train
501,0.073787,-7.014009,-1,train
502,-0.261134,-6.723435,-1,train
503,13.501001,-3.531830,-1,train
504,4.840857,17.194870,-1,train
505,-4.207993,7.633812,1,train
506,6.785915,15.429563,-1,train
507,-1.032540,12.282685,-1,train
508,-0.526905,-6.874955,-1,train
509,-0.015330,-6.873199,-1,train
510,12.236927,9.666199,-1,train
511,-1.956669,18.656588,-1,train
512,-0.130080,-6.531698,-1,train
513,16.600931,5.293866,-1,train
514,-0.181095,-6.802105,-1,train
515,0.266393,-6.509958,-1,train
516,0.033076,-6.934695,-1,train
517,6.198088,16.071184,-1,train
518,-8.446873,4.725965,-1,train
519,17.546009,4.935542,-1,train
520,17.284140,-1.733056,-1,train
521,17.367739,4.933618,-1,train
522,17.526854,-4.865240,-1,train
523,6.498417,-4.666565,-1,train
524,7.518601,15.616018,-1,train
525,-0.930643,11.961040,-1,train
526,-0.615030,10.590072,-1,train
527,17.518398,4.857501,-1,train
528,-0.010930,-6.550089,-1,train
529,-2.299042,8.996946,-1,train
530,7.454167,15.524208,-1,train
531,0.133172,15.550228,-1,train
532,6.460394,17.273951,-1,train
533,18.157455,8.625891,-1,train
534,-6.837755,0.462170,-1,train
535,13.595397,-7.565747,-1,train
536,-8.253469,9.407231,-1,train
537,15.857831,14.070511,-1,train
538,7.536753,15.534629,-1,train
539,17.775499,5.083816,1,train
540,-7.873058,9.132539,-1,train
541,-0.444172,-6.773138,-1,train
542,15.342326,-2.266298,1,train
543,-3.932519,11.231728,-1,train
544,-6.624097,5.040118,-1,train
545,17.560787,5.006607,-1,train
546,13.236013,1.311365,-1,train
547,-6.623911,9.424489,-1,train
548,-0.550574,-6.772158,1,train
549,-0.471605,-6.563569,-1,train
550,16.253239,15.578967,-1,train
551,16.873636,4.225497,-1,train
552,-3.565451,8.916519,-1,train
553,3.491371,19.272972,-1,train
554,17.465916,4.912531,-1,train
555,-0.518176,-6.443446,-1,train
556,8.401539,16.093636,-1,train
557,3.200677,13.783129,-1,train
558,7.624617,15.871676,-1,train
559,-5.016405,12.614811,1,train
560,-0.236651,-6.656431,-1,train
561,-1.269141,12.869436,-1,train
562,-5.949421,8.755179,-1,train
563,-0.494184,18.309259,-1,train
564,-6.813331,-1.035627,-1,train
565,-0.240433,-6.576444,1,train
566,17.496883,4.853479,-1,train
567,-0.395689,-6.795851,-1,train
568,17.620878,4.992433,-1,train
569,-0.923636,15.575485,-1,train
570,7.521934,15.462756,-1,train
571,17.529955,4.914010,-1,train
572,7.658392,15.405185,1,train
573,8.408670,-2.799714,-1,train
574,-0.154152,-6.666982,-1,train
575,17.303408,4.604270,-1,train
576,7.816680,15.048029,-1,train
577,17.706818,5.032997,-1,train
578,-0.263904,-6.549516,-1,train
579,-0.234339,-6.543822,-1,train
580,1.403787,16.938236,-1,train
581,-0.415494,-6.711329,-1,train
582,7.915648,15.190061,-1,train
583,-0.247806,-6.748152,-1,train
584,-6.359164,2.782662,-1,train
585,15.543909,15.423588,-1,train
586,7.557981,15.498811,-1,train
587,1.007230,16.285707,-1,train
588,-4.241308,14.792250,-1,train
589,-0.085695,-6.834153,-1,train
590,17.655224,-2.823329,1,train
591,-3.432201,6.344342,-1,train
592,7.268486,15.625276,-1,train
593,-0.469639,-6.866294,-1,train
594,12.318751,-7.706345,-1,train
595,-0.148112,-6.544575,-1,train
596,-0.146970,-6.464253,-1,train
597,16.887568,2.605951,-1,train
598,7.198466,17.740919,-1,train
599,-0.009677,-6.841798,-1,train
600,-0.219291,-6.553646,-1,train
601,7.260118,15.496537,-1,train
602,-5.559088,12.861924,-1,train
603,17.175962,5.189551,-1,train
604,6.531994,17.250298,-1,train
605,-6.026058,14.543025,-1,train
606,-0.417559,-6.885765,-1,train
607,-4.375725,2.221496,-1,train
608,-0.135119,-6.765092,-1,train
609,1.054042,12.809022,-1,train
610,7.594727,15.059047,1,train
611,-0.303196,15.619160,-1,train
612,-7.542843,1.695055,-1,train
613,7.686366,15.541761,-1,train
614,0.105685,-7.043477,-1,train
615,-1.910714,13.451017,-1,train
616,7.550934,15.110383,-1,train
617,-0.048114,-6.855996,-1,train
618,-0.006345,-6.508792,-1,train
619,16.837679,5.183176,1,train
620,13.364064,14.664709,-1,train
621,14.498157,-3.909712,-1,train
622,17.666454,5.080782,-1,train
623,-1.180569,12.222658,-1,train
624,7.641389,15.361283,-1,train
625,7.331435,17.720194,-1,train
626,14.336215,-4.343030,-1,train
627,17.481361,4.913714,-1,train
628,13.217302,1.417417,-1,train
629,17.458149,4.960485,-1,train
630,17.363598,4.759325,-1,train
631,12.865291,1.179801,-1,train
632,15.169688,10.850710,-1,train
633,-8.376369,9.369580,-1,train
634,2.845128,17.938232,-1,train
635,15.672299,-1.062684,-1,train
636,5.757318,14.472998,-1,train
637,7.111969,18.688856,-1,train
638,-0.467006,-6.455781,-1,train
639,-2.712839,13.386553,-1,train
640,-0.118633,-6.678984,-1,test
641,17.420744,5.033587,-1,test
642,-0.323670,-6.792239,-1,test
643,17.375156,5.098330,-1,test
644,7.207740,15.183171,-1,test
645,9.700872,16.626966,-1,test
646,7.949268,17.554474,-1,test
647,-0.084702,-6.863594,-1,test
648,-0.391035,-6.846828,-1,test
649,17.263960,4.948813,-1,test
650,17.334131,4.971737,-1,test
651,17.219749,4.847441,-1,test
652,13.770866,16.619371,-1,test
653,17.205166,2.692198,-1,test
654,-0.083318,-6.712912,-1,test
655,17.126808,4.925268,-1,test
656,7.515560,15.521104,-1,test
657,-0.461705,-6.880240,-1,test
658,0.714244,20.393095,-1,test
659,17.051460,4.759248,-1,test
660,13.072195,14.841018,-1,test
661,13.958560,-3.261379,-1,test
662,0.028007,-6.478735,-1,test
663,-0.560295,-6.483785,-1,test
664,16.923746,5.132300,-1,test
665,15.938071,-4.067223,-1,test
666,-0.568660,10.795326,-1,test
667,-8.352184,4.983485,-1,test
668,14.365791,0.538563,-1,test
669,17.177032,4.891902,-1,test
670,15.813035,13.893005,-1,test
671,-0.085865,-6.905837,1,test
672,-3.649044,-3.614773,-1,test
673,-0.441311,-6.552355,1,test
674,-1.343520,15.948153,-1,test
675,1.282223,16.912262,1,test
676,17.018700,5.028374,-1,test
677,-0.398825,-6.702274,-1,test
678,6.585364,17.143827,-1,test
679,17.086674,5.080842,-1,test
680,17.131701,5.056115,-1,test
681,-0.579266,-6.416341,-1,test
682,2.582871,15.007599,-1,test
683,-0.593913,-6.400643,-1,test
684,-7.491347,1.397621,-1,test
685,-0.402137,-6.815187,-1,test
686,-0.477997,-6.574584,-1,test
687,-5.500476,1.307959,-1,test
688,9.182013,16.906504,-1,test
689,15.537597,16.668175,-1,test
690,10.312606,18.044304,-1,test
691,-0.477610,-6.499669,-1,test
692,17.336412,4.973141,-1,test
693,5.922029,16.441759,-1,test
694,1.478870,19.557043,-1,test
695,-0.571277,-6.319503,-1,test
696,17.580969,4.561696,-1,test
697,1.277091,12.793257,-1,test
698,6.478004,-4.593368,-1,test
699,17.498423,4.852285,-1,test
700,-0.631728,-6.487840,-1,test
701,9.851786,14.129290,-1,test
702,-6.351620,-1.172411,-1,test
703,17.227015,5.224502,-1,test
704,17.702015,5.019083,-1,test
705,14.250506,13.282248,-1,test
706,-1.468406,-5.661244,-1,test
707,-0.139639,-6.884324,-1,test
708,-2.120591,13.342214,-1,test
709,17.931566,9.850906,-1,test
710,-7.894958,-0.976786,-1,test
711,-3.905481,16.374775,-1,test
712,-6.706241,4.165146,-1,test
713,-0.378411,-6.830177,-1,test
714,7.684708,15.297607,1,test
715,19.491804,6.690471,1,test
716,-6.382832,7.217666,-1,test
717,1.260610,12.992644,-1,test
718,-1.553625,13.127740,-1,test
719,17.434622,4.833671,-1,test
720,-0.034640,-6.330751,-1,test
721,-0.264372,-6.738225,-1,test
722,-7.036473,0.706403,-1,test
723,8.017867,-8.467944,1,test
724,-10.116623,3.767622,-1,test
725,-7.500134,6.106846,1,test
726,-1.610558,18.373192,-1,test
727,17.504154,4.911752,1,test
728,0.853489,20.076183,-1,test
729,18.985558,6.870301,-1,test
730,-3.991814,11.273000,-1,test
731,17.537727,4.477661,-1,test
732,16.119724,14.605853,-1,test
733,-9.018258,12.234653,-1,test
734,17.174417,4.945845,-1,test
735,-5.391368,1.213540,-1,test
736,17.453302,4.889614,-1,test
737,0.074762,-6.707573,-1,test
738,0.024167,-6.441763,1,test
739,-1.972210,19.168037,-1,test
740,-0.530017,-6.404229,-1,test
741,-0.265289,-6.505151,-1,test
742,-0.103085,-6.262287,-1,test
743,-2.702738,2.737990,-1,test
744,-0.013852,-6.826124,1,test
745,-0.161988,-6.522473,-1,test
746,-6.973488,1.502846,-1,test
747,-0.778677,15.864908,-1,test
748,7.050292,15.318872,-1,test
749,-0.190282,-6.512701,-1,test
750,7.417779,15.451273,-1,test
751,17.626820,4.254179,-1,test
752,-6.118436,6.186399,-1,test
753,7.779574,15.518612,-1,test
754,-0.423010,-6.486249,-1,test
755,7.710495,15.762650,-1,test
756,17.424498,4.967453,-1,test
757,5.242960,16.212109,-1,test
758,-7.207423,1.801668,-1,test
759,16.527084,4.577066,-1,test
760,-0.535898,-6.908522,-1,test
761,8.043059,14.968663,-1,test
762,-0.108129,-6.447501,-1,test
763,17.298237,4.736228,-1,test
764,13.007385,-7.955228,-1,test
765,13.124321,-3.914063,-1,test
766,7.040752,15.816970,-1,test
767,-0.414464,-6.405334,-1,test
768,17.214277,4.944788,-1,test
769,-0.186110,-6.762712,-1,test
770,18.084084,9.397584,-1,test
771,-6.716279,0.445439,1,test
772,17.411077,4.912732,-1,test
773,-5.050279,-0.729654,-1,test
774,14.640157,-0.856280,1,test
775,34.994205,-7.774868,-1,test
776,-0.473591,-6.373966,-1,test
777,7.967626,17.469229,-1,test
778,14.514975,-3.853643,-1,test
779,-6.921794,0.617094,-1,test
780,-0.093764,-6.781149,-1,test
781,7.505774,15.513320,-1,test
782,7.705801,-9.526321,-1,test
783,7.751701,-4.612047,-1,test
784,17.523861,4.795523,1,test
785,-0.069849,-6.801891,-1,test
